"FID","FEATURE","LONGITUDE","LATITUDE","GRID","EASTING","NORTHING"
1,"Highway",83.98555046,28.20964085,"44RQS","93050","24036"
1,"Highway",83.98555046,28.20964085,"44RQS","93050","24036"
1,"Highway",83.98677588,28.20909275,"44RQS","93172","23979"
2,"Highway",83.98677588,28.20909275,"44RQS","93172","23979"
2,"Highway",83.98712641,28.20893937,"44RQS","93207","23962"
3,"Highway",83.98712641,28.20893937,"44RQS","93207","23962"
3,"Highway",83.98739384,28.20881982,"44RQS","93233","23950"
22,"Highway",83.98739384,28.20881982,"44RQS","93233","23950"
22,"Highway",83.98781886,28.20864839,"44RQS","93276","23932"
22,"Highway",83.98824038,28.20847697,"44RQS","93318","23914"
4,"Highway",83.98824038,28.20847697,"44RQS","93318","23914"
4,"Highway",83.98832443,28.2084296,"44RQS","93326","23909"
5,"Highway",83.98832443,28.2084296,"44RQS","93326","23909"
5,"Highway",83.98908437,28.2080935,"44RQS","93401","23873"
6,"Highway",83.98908437,28.2080935,"44RQS","93401","23873"
6,"Highway",83.98933269,28.20797395,"44RQS","93426","23861"
6,"Highway",83.98951415,28.20797397,"44RQS","93444","23861"
6,"Highway",83.98967651,28.20804166,"44RQS","93460","23869"
6,"Highway",83.98989615,28.20825375,"44RQS","93481","23893"
6,"Highway",83.99004895,28.20835528,"44RQS","93495","23905"
6,"Highway",83.99016323,28.2083598,"44RQS","93507","23906"
6,"Highway",83.99016323,28.2083598,"44RQS","93507","23906"
6,"Highway",83.99031223,28.208335,"44RQS","93521","23903"
7,"Bridge Road",83.99031223,28.208335,"44RQS","93521","23903"
7,"Bridge Road",83.990622,28.20817709,"44RQS","93552","23886"
7,"Bridge Road",83.99085122,28.20801693,"44RQS","93575","23869"
7,"Bridge Road",83.99089548,28.20794699,"44RQS","93580","23862"
8,"Highway",83.99089548,28.20794699,"44RQS","93580","23862"
8,"Highway",83.99092764,28.20787254,"44RQS","93583","23853"
8,"Highway",83.99092765,28.20775523,"44RQS","93583","23840"
9,"Highway",83.99092765,28.20775523,"44RQS","93583","23840"
9,"Highway",83.99084172,28.20750028,"44RQS","93576","23812"
10,"Highway",83.99084172,28.20750028,"44RQS","93576","23812"
10,"Highway",83.99088948,28.20731529,"44RQS","93581","23792"
10,"Highway",83.99103275,28.2071867,"44RQS","93595","23778"
10,"Highway",83.99142433,28.20706941,"44RQS","93634","23766"
10,"Highway",83.99217883,28.2068822,"44RQS","93709","23747"
11,"Highway",83.99217883,28.2068822,"44RQS","93709","23747"
11,"Highway",83.99272321,28.20677394,"44RQS","93762","23736"
12,"Highway",83.99272321,28.20677394,"44RQS","93762","23736"
12,"Highway",83.99283813,28.20674912,"44RQS","93774","23734"
13,"Highway",83.99283813,28.20674912,"44RQS","93774","23734"
13,"Highway",83.99344236,28.20661605,"44RQS","93833","23720"
14,"Highway",83.99344236,28.20661605,"44RQS","93833","23720"
14,"Highway",83.99457601,28.2063589,"44RQS","93946","23694"
15,"Highway",83.99457601,28.2063589,"44RQS","93946","23694"
15,"Highway",83.99470367,28.20633183,"44RQS","93958","23692"
16,"Highway",83.99470367,28.20633183,"44RQS","93958","23692"
16,"Highway",83.99555016,28.20614686,"44RQS","94042","23673"
17,"Highway",83.99555016,28.20614686,"44RQS","94042","23673"
17,"Highway",83.99613273,28.20602957,"44RQS","94099","23662"
18,"Highway",83.99613273,28.20602957,"44RQS","94099","23662"
18,"Highway",83.99639059,28.20598671,"44RQS","94125","23658"
19,"Highway",83.99639059,28.20598671,"44RQS","94125","23658"
19,"Highway",83.99655581,28.20596189,"44RQS","94141","23655"
20,"Highway",83.99655581,28.20596189,"44RQS","94141","23655"
20,"Highway",83.99712597,28.20586038,"44RQS","94197","23645"
20,"Highway",83.99756179,28.20574308,"44RQS","94240","23633"
21,"Highway",83.99756179,28.20574308,"44RQS","94240","23633"
21,"Highway",83.99777826,28.2057318,"44RQS","94262","23633"
23,"Highway",84.95065458,27.81400902,"45RTL","98133","78284"
23,"Highway",84.95104132,27.81398605,"45RTL","98171","78281"
24,"Bridge Road",84.95104132,27.81398605,"45RTL","98171","78281"
24,"Bridge Road",84.95165918,27.81391412,"45RTL","98232","78272"
57,"Highway",84.95165918,27.81391412,"45RTL","98232","78272"
57,"Highway",84.95192009,27.81386494,"45RTL","98258","78266"
57,"Highway",84.95204372,27.81385732,"45RTL","98270","78265"
57,"Highway",84.95213439,27.81385218,"45RTL","98279","78264"
57,"Highway",84.95220105,27.81385849,"45RTL","98285","78265"
57,"Highway",84.95227221,27.81387154,"45RTL","98292","78266"
57,"Highway",84.95235821,27.81391381,"45RTL","98301","78271"
57,"Highway",84.95247815,27.81399194,"45RTL","98313","78279"
57,"Highway",84.95274996,27.81417281,"45RTL","98340","78299"
57,"Highway",84.95308557,27.8143961,"45RTL","98374","78323"
57,"Highway",84.95360237,27.8147377,"45RTL","98425","78360"
57,"Highway",84.95454934,27.81530645,"45RTL","98519","78421"
57,"Highway",84.9554677,27.81586636,"45RTL","98611","78482"
57,"Highway",84.95556326,27.81591308,"45RTL","98620","78487"
57,"Highway",84.95564461,27.81593056,"45RTL","98629","78489"
57,"Highway",84.95573478,27.81594122,"45RTL","98637","78490"
57,"Highway",84.95583504,27.81594504,"45RTL","98647","78490"
57,"Highway",84.95583504,27.81594504,"45RTL","98647","78490"
57,"Highway",84.95596314,27.81593964,"45RTL","98660","78489"
57,"Highway",84.95599103,27.81593719,"45RTL","98663","78489"
57,"Highway",84.9560538,27.8159345,"45RTL","98669","78488"
57,"Highway",84.95617732,27.81591334,"45RTL","98681","78486"
57,"Highway",84.95629571,27.8158877,"45RTL","98693","78483"
57,"Highway",84.95664223,27.81576122,"45RTL","98726","78468"
57,"Highway",84.95730553,27.81544529,"45RTL","98791","78432"
57,"Highway",84.95751413,27.81536263,"45RTL","98812","78423"
57,"Highway",84.95779876,27.81526816,"45RTL","98840","78412"
57,"Highway",84.95876126,27.81492984,"45RTL","98934","78373"
57,"Highway",84.9593303,27.81471608,"45RTL","98989","78348"
57,"Highway",84.959463,27.81465875,"45RTL","99002","78341"
57,"Highway",84.9596145,27.81457423,"45RTL","99017","78332"
57,"Highway",84.96040785,27.81390093,"45RTL","99094","78256"
57,"Highway",84.96102935,27.81323558,"45RTL","99154","78181"
26,"Highway",84.96102935,27.81323558,"45RTL","99154","78181"
26,"Highway",84.96189843,27.81201579,"45RTL","99237","78045"
30,"Highway",84.96189843,27.81201579,"45RTL","99237","78045"
30,"Highway",84.96203132,27.81183663,"45RTL","99250","78025"
30,"Highway",84.96210684,27.81176843,"45RTL","99258","78017"
30,"Highway",84.9621868,27.81170019,"45RTL","99265","78009"
30,"Highway",84.96231486,27.81162033,"45RTL","99278","78000"
30,"Highway",84.96246622,27.81152001,"45RTL","99292","77989"
30,"Highway",84.96294922,27.81126397,"45RTL","99340","77960"
30,"Highway",84.96344623,27.8110146,"45RTL","99388","77931"
30,"Highway",84.96359342,27.81094589,"45RTL","99402","77923"
30,"Highway",84.96368804,27.81088657,"45RTL","99412","77917"
30,"Highway",84.96378271,27.81083177,"45RTL","99421","77910"
30,"Highway",84.96391015,27.81075417,"45RTL","99433","77902"
30,"Highway",84.96402858,27.81066085,"45RTL","99445","77891"
30,"Highway",84.96430672,27.81040849,"45RTL","99472","77863"
30,"Highway",84.96454252,27.81017447,"45RTL","99495","77836"
30,"Highway",84.9646744,27.81002465,"45RTL","99507","77819"
30,"Highway",84.96476447,27.80995183,"45RTL","99516","77811"
30,"Highway",84.96490129,27.80985837,"45RTL","99529","77801"
30,"Highway",84.96497266,27.80982403,"45RTL","99536","77797"
30,"Highway",84.96510035,27.80977351,"45RTL","99549","77791"
30,"Highway",84.96524771,27.8097251,"45RTL","99563","77785"
30,"Highway",84.96544705,27.80967182,"45RTL","99583","77779"
30,"Highway",84.9656035,27.80964591,"45RTL","99598","77776"
30,"Highway",84.96581774,27.80962862,"45RTL","99619","77774"
30,"Highway",84.96600287,27.8096183,"45RTL","99637","77772"
30,"Highway",84.96620263,27.80961239,"45RTL","99657","77771"
30,"Highway",84.96635507,27.80963614,"45RTL","99672","77774"
30,"Highway",84.96651263,27.80966437,"45RTL","99688","77777"
30,"Highway",84.96718957,27.80982206,"45RTL","99755","77793"
30,"Highway",84.96732739,27.8098414,"45RTL","99768","77795"
30,"Highway",84.96732739,27.8098414,"45RTL","99768","77795"
30,"Highway",84.96743196,27.80983164,"45RTL","99779","77794"
30,"Highway",84.96754595,27.80981054,"45RTL","99790","77791"
30,"Highway",84.9676978,27.80976661,"45RTL","99805","77786"
30,"Highway",84.9678166,27.80971615,"45RTL","99816","77780"
30,"Highway",84.9679112,27.80965457,"45RTL","99826","77773"
30,"Highway",84.96801948,27.80956132,"45RTL","99836","77763"
30,"Highway",84.9681044,27.80948176,"45RTL","99844","77754"
30,"Highway",84.9681942,27.80937961,"45RTL","99853","77742"
30,"Highway",84.9682922,27.80920069,"45RTL","99862","77722"
30,"Highway",84.96837181,27.80902191,"45RTL","99870","77702"
30,"Highway",84.96843209,27.80888161,"45RTL","99875","77687"
30,"Highway",84.96846869,27.80871667,"45RTL","99879","77668"
30,"Highway",84.96853293,27.80845,"45RTL","99885","77639"
30,"Highway",84.96855951,27.80822872,"45RTL","99887","77614"
30,"Highway",84.96860069,27.80772308,"45RTL","99890","77558"
28,"Highway",84.94415573,27.80886922,"45RTL","97483","77725"
28,"Highway",84.94434604,27.809459,"45RTL","97503","77790"
27,"Highway",84.94434604,27.809459,"45RTL","97503","77790"
27,"Highway",84.94438889,27.80964596,"45RTL","97508","77811"
27,"Highway",84.94450949,27.81016854,"45RTL","97521","77869"
27,"Highway",84.94459809,27.81051085,"45RTL","97530","77906"
27,"Highway",84.9446811,27.81079455,"45RTL","97539","77938"
27,"Highway",84.9447587,27.81096547,"45RTL","97547","77956"
27,"Highway",84.94480705,27.81105539,"45RTL","97552","77966"
27,"Highway",84.94488385,27.81113382,"45RTL","97559","77975"
27,"Highway",84.94495597,27.81118522,"45RTL","97567","77980"
27,"Highway",84.94505614,27.81125221,"45RTL","97577","77988"
27,"Highway",84.94542459,27.81146176,"45RTL","97613","78010"
27,"Highway",84.94595414,27.81166794,"45RTL","97666","78032"
27,"Highway",84.94639309,27.81181384,"45RTL","97709","78048"
27,"Highway",84.94662705,27.8118754,"45RTL","97733","78054"
27,"Highway",84.94681759,27.81190342,"45RTL","97751","78057"
27,"Highway",84.94704106,27.81192445,"45RTL","97773","78059"
27,"Highway",84.94745564,27.81196673,"45RTL","97814","78063"
27,"Highway",84.94759855,27.81198831,"45RTL","97828","78065"
27,"Highway",84.94773645,27.81201669,"45RTL","97842","78068"
27,"Highway",84.94789412,27.81205847,"45RTL","97858","78072"
27,"Highway",84.94804686,27.81211608,"45RTL","97873","78078"
27,"Highway",84.94825702,27.81221165,"45RTL","97894","78089"
27,"Highway",84.94844815,27.81230735,"45RTL","97913","78099"
27,"Highway",84.94888259,27.81259088,"45RTL","97956","78130"
27,"Highway",84.94916606,27.812801,"45RTL","97984","78153"
27,"Highway",84.95008487,27.81363618,"45RTL","98076","78244"
25,"Highway",84.95008487,27.81363618,"45RTL","98076","78244"
25,"Highway",84.95038859,27.81391384,"45RTL","98107","78274"
25,"Highway",84.95044617,27.81396985,"45RTL","98113","78280"
25,"Highway",84.95050347,27.81399427,"45RTL","98118","78283"
25,"Highway",84.95056895,27.81400961,"45RTL","98125","78284"
25,"Highway",84.95056895,27.81400961,"45RTL","98125","78284"
25,"Highway",84.95065458,27.81400902,"45RTL","98133","78284"
23,"Highway",84.95065458,27.81400902,"45RTL","98133","78284"
23,"Highway",84.95104132,27.81398605,"45RTL","98171","78281"
24,"Bridge Road",84.95104132,27.81398605,"45RTL","98171","78281"
24,"Bridge Road",84.95165918,27.81391412,"45RTL","98232","78272"
57,"Highway",84.95165918,27.81391412,"45RTL","98232","78272"
57,"Highway",84.95192009,27.81386494,"45RTL","98258","78266"
57,"Highway",84.95204372,27.81385732,"45RTL","98270","78265"
57,"Highway",84.95213439,27.81385218,"45RTL","98279","78264"
57,"Highway",84.95220105,27.81385849,"45RTL","98285","78265"
57,"Highway",84.95227221,27.81387154,"45RTL","98292","78266"
57,"Highway",84.95235821,27.81391381,"45RTL","98301","78271"
57,"Highway",84.95247815,27.81399194,"45RTL","98313","78279"
57,"Highway",84.95274996,27.81417281,"45RTL","98340","78299"
57,"Highway",84.95308557,27.8143961,"45RTL","98374","78323"
57,"Highway",84.95360237,27.8147377,"45RTL","98425","78360"
57,"Highway",84.95454934,27.81530645,"45RTL","98519","78421"
57,"Highway",84.9554677,27.81586636,"45RTL","98611","78482"
57,"Highway",84.95556326,27.81591308,"45RTL","98620","78487"
57,"Highway",84.95564461,27.81593056,"45RTL","98629","78489"
57,"Highway",84.95573478,27.81594122,"45RTL","98637","78490"
57,"Highway",84.95583504,27.81594504,"45RTL","98647","78490"
57,"Highway",84.95583504,27.81594504,"45RTL","98647","78490"
57,"Highway",84.95596314,27.81593964,"45RTL","98660","78489"
57,"Highway",84.95599103,27.81593719,"45RTL","98663","78489"
57,"Highway",84.9560538,27.8159345,"45RTL","98669","78488"
57,"Highway",84.95617732,27.81591334,"45RTL","98681","78486"
57,"Highway",84.95629571,27.8158877,"45RTL","98693","78483"
57,"Highway",84.95664223,27.81576122,"45RTL","98726","78468"
57,"Highway",84.95730553,27.81544529,"45RTL","98791","78432"
57,"Highway",84.95751413,27.81536263,"45RTL","98812","78423"
57,"Highway",84.95779876,27.81526816,"45RTL","98840","78412"
57,"Highway",84.95876126,27.81492984,"45RTL","98934","78373"
57,"Highway",84.9593303,27.81471608,"45RTL","98989","78348"
57,"Highway",84.959463,27.81465875,"45RTL","99002","78341"
57,"Highway",84.9596145,27.81457423,"45RTL","99017","78332"
57,"Highway",84.96040785,27.81390093,"45RTL","99094","78256"
57,"Highway",84.96102935,27.81323558,"45RTL","99154","78181"
26,"Highway",84.96102935,27.81323558,"45RTL","99154","78181"
26,"Highway",84.96189843,27.81201579,"45RTL","99237","78045"
30,"Highway",84.96189843,27.81201579,"45RTL","99237","78045"
30,"Highway",84.96203132,27.81183663,"45RTL","99250","78025"
30,"Highway",84.96210684,27.81176843,"45RTL","99258","78017"
30,"Highway",84.9621868,27.81170019,"45RTL","99265","78009"
30,"Highway",84.96231486,27.81162033,"45RTL","99278","78000"
30,"Highway",84.96246622,27.81152001,"45RTL","99292","77989"
30,"Highway",84.96294922,27.81126397,"45RTL","99340","77960"
30,"Highway",84.96344623,27.8110146,"45RTL","99388","77931"
30,"Highway",84.96359342,27.81094589,"45RTL","99402","77923"
30,"Highway",84.96368804,27.81088657,"45RTL","99412","77917"
30,"Highway",84.96378271,27.81083177,"45RTL","99421","77910"
30,"Highway",84.96391015,27.81075417,"45RTL","99433","77902"
30,"Highway",84.96402858,27.81066085,"45RTL","99445","77891"
30,"Highway",84.96430672,27.81040849,"45RTL","99472","77863"
30,"Highway",84.96454252,27.81017447,"45RTL","99495","77836"
30,"Highway",84.9646744,27.81002465,"45RTL","99507","77819"
30,"Highway",84.96476447,27.80995183,"45RTL","99516","77811"
30,"Highway",84.96490129,27.80985837,"45RTL","99529","77801"
30,"Highway",84.96497266,27.80982403,"45RTL","99536","77797"
30,"Highway",84.96510035,27.80977351,"45RTL","99549","77791"
30,"Highway",84.96524771,27.8097251,"45RTL","99563","77785"
30,"Highway",84.96544705,27.80967182,"45RTL","99583","77779"
30,"Highway",84.9656035,27.80964591,"45RTL","99598","77776"
30,"Highway",84.96581774,27.80962862,"45RTL","99619","77774"
30,"Highway",84.96600287,27.8096183,"45RTL","99637","77772"
30,"Highway",84.96620263,27.80961239,"45RTL","99657","77771"
30,"Highway",84.96635507,27.80963614,"45RTL","99672","77774"
30,"Highway",84.96651263,27.80966437,"45RTL","99688","77777"
30,"Highway",84.96718957,27.80982206,"45RTL","99755","77793"
30,"Highway",84.96732739,27.8098414,"45RTL","99768","77795"
30,"Highway",84.96732739,27.8098414,"45RTL","99768","77795"
30,"Highway",84.96743196,27.80983164,"45RTL","99779","77794"
30,"Highway",84.96754595,27.80981054,"45RTL","99790","77791"
30,"Highway",84.9676978,27.80976661,"45RTL","99805","77786"
30,"Highway",84.9678166,27.80971615,"45RTL","99816","77780"
30,"Highway",84.9679112,27.80965457,"45RTL","99826","77773"
30,"Highway",84.96801948,27.80956132,"45RTL","99836","77763"
30,"Highway",84.9681044,27.80948176,"45RTL","99844","77754"
30,"Highway",84.9681942,27.80937961,"45RTL","99853","77742"
30,"Highway",84.9682922,27.80920069,"45RTL","99862","77722"
30,"Highway",84.96837181,27.80902191,"45RTL","99870","77702"
30,"Highway",84.96843209,27.80888161,"45RTL","99875","77687"
30,"Highway",84.96846869,27.80871667,"45RTL","99879","77668"
30,"Highway",84.96853293,27.80845,"45RTL","99885","77639"
30,"Highway",84.96855951,27.80822872,"45RTL","99887","77614"
30,"Highway",84.96860069,27.80772308,"45RTL","99890","77558"
36,"Highway",84.88286549,27.8052137,"45RTL","91437","77423"
36,"Highway",84.88299427,27.80521513,"45RTL","91450","77423"
36,"Highway",84.88306541,27.80522821,"45RTL","91457","77424"
36,"Highway",84.8831512,27.80524797,"45RTL","91466","77426"
36,"Highway",84.88325173,27.80528568,"45RTL","91476","77430"
36,"Highway",84.88340905,27.80536589,"45RTL","91491","77439"
36,"Highway",84.8836533,27.80552902,"45RTL","91516","77456"
36,"Highway",84.88398293,27.80573898,"45RTL","91548","77479"
36,"Highway",84.88416488,27.80588446,"45RTL","91567","77495"
36,"Highway",84.88429901,27.80599866,"45RTL","91580","77507"
36,"Highway",84.8843714,27.80608618,"45RTL","91587","77517"
36,"Highway",84.88460695,27.8064276,"45RTL","91611","77554"
36,"Highway",84.88469871,27.80655786,"45RTL","91621","77569"
36,"Highway",84.88488595,27.80680709,"45RTL","91640","77596"
36,"Highway",84.88506863,27.8070428,"45RTL","91658","77622"
36,"Highway",84.88523174,27.80721096,"45RTL","91674","77640"
36,"Highway",84.88536132,27.80731165,"45RTL","91687","77651"
36,"Highway",84.88554743,27.80742101,"45RTL","91706","77663"
36,"Highway",84.88590086,27.80759246,"45RTL","91741","77681"
36,"Highway",84.88738032,27.80816954,"45RTL","91888","77743"
36,"Highway",84.88761903,27.80827404,"45RTL","91912","77754"
36,"Highway",84.88780987,27.80834049,"45RTL","91931","77761"
36,"Highway",84.88794334,27.80837348,"45RTL","91944","77764"
36,"Highway",84.88808626,27.80839737,"45RTL","91958","77767"
36,"Highway",84.88821956,27.80841005,"45RTL","91971","77768"
36,"Highway",84.88821956,27.80841005,"45RTL","91971","77768"
36,"Highway",84.88831027,27.80840947,"45RTL","91980","77768"
36,"Highway",84.88840981,27.80840432,"45RTL","91990","77767"
36,"Highway",84.88850986,27.80838337,"45RTL","92000","77764"
36,"Highway",84.88861868,27.80834883,"45RTL","92010","77760"
36,"Highway",84.88874189,27.80828938,"45RTL","92022","77754"
36,"Highway",84.88910115,27.80800731,"45RTL","92057","77722"
36,"Highway",84.88939361,27.80770086,"45RTL","92085","77687"
36,"Highway",84.88944098,27.80767574,"45RTL","92090","77684"
36,"Highway",84.88951258,27.80766626,"45RTL","92097","77683"
36,"Highway",84.88964578,27.8076654,"45RTL","92110","77683"
31,"Bridge Road",84.88964578,27.8076654,"45RTL","92110","77683"
31,"Bridge Road",84.89012605,27.8076781,"45RTL","92158","77683"
33,"Highway",84.89012605,27.8076781,"45RTL","92158","77683"
33,"Highway",84.89036901,27.80768104,"45RTL","92181","77683"
33,"Highway",84.89036901,27.80768104,"45RTL","92181","77683"
33,"Highway",84.8905212,27.80767555,"45RTL","92196","77682"
33,"Highway",84.89059726,27.80766829,"45RTL","92204","77682"
33,"Highway",84.89067763,27.80764521,"45RTL","92212","77679"
33,"Highway",84.89074403,27.80761997,"45RTL","92218","77676"
33,"Highway",84.89143091,27.80722298,"45RTL","92285","77631"
33,"Highway",84.89177668,27.80707636,"45RTL","92319","77614"
33,"Highway",84.89278669,27.80663441,"45RTL","92418","77563"
33,"Highway",84.89326076,27.80643282,"45RTL","92464","77540"
33,"Highway",84.89340753,27.80638449,"45RTL","92478","77535"
33,"Highway",84.89355947,27.80634967,"45RTL","92493","77530"
33,"Highway",84.8937356,27.80632371,"45RTL","92511","77527"
33,"Highway",84.89393972,27.80630885,"45RTL","92531","77525"
33,"Highway",84.89412045,27.80630317,"45RTL","92548","77524"
33,"Highway",84.89587658,27.80635045,"45RTL","92722","77527"
33,"Highway",84.89587658,27.80635045,"45RTL","92722","77527"
33,"Highway",84.89684193,27.80634418,"45RTL","92817","77524"
33,"Highway",84.89710383,27.80633571,"45RTL","92843","77523"
33,"Highway",84.8972749,27.80631204,"45RTL","92859","77520"
33,"Highway",84.89742684,27.80627721,"45RTL","92874","77516"
33,"Highway",84.89807505,27.80604063,"45RTL","92938","77489"
41,"Highway",84.89807505,27.80604063,"45RTL","92938","77489"
41,"Highway",84.89883528,27.80577398,"45RTL","93012","77458"
41,"Highway",84.89919139,27.80565209,"45RTL","93047","77444"
41,"Highway",84.89940484,27.8056146,"45RTL","93068","77439"
41,"Highway",84.89952844,27.80560477,"45RTL","93080","77438"
41,"Highway",84.89967608,27.80558576,"45RTL","93095","77435"
41,"Highway",84.8998327,27.80558023,"45RTL","93110","77435"
41,"Highway",84.89997541,27.8055793,"45RTL","93124","77434"
41,"Highway",84.90013282,27.80559181,"45RTL","93140","77435"
41,"Highway",84.90091828,27.80569273,"45RTL","93217","77445"
41,"Highway",84.90111712,27.80572978,"45RTL","93237","77449"
41,"Highway",84.90133312,27.80577124,"45RTL","93258","77453"
41,"Highway",84.90153312,27.80579475,"45RTL","93278","77455"
41,"Highway",84.90153312,27.80579475,"45RTL","93278","77455"
41,"Highway",84.90168027,27.80579379,"45RTL","93292","77455"
41,"Highway",84.90236499,27.80575548,"45RTL","93360","77450"
41,"Highway",84.90338738,27.80566757,"45RTL","93460","77438"
41,"Highway",84.9035153,27.80564192,"45RTL","93473","77435"
41,"Highway",84.90362926,27.80561636,"45RTL","93484","77432"
41,"Highway",84.90463581,27.8053774,"45RTL","93583","77404"
41,"Highway",84.90485942,27.80534209,"45RTL","93605","77400"
41,"Highway",84.90503492,27.80531838,"45RTL","93622","77397"
41,"Highway",84.90534868,27.80529151,"45RTL","93653","77393"
41,"Highway",84.90551013,27.80525661,"45RTL","93669","77389"
41,"Highway",84.90561003,27.8052176,"45RTL","93679","77385"
41,"Highway",84.90570477,27.8051696,"45RTL","93688","77379"
41,"Highway",84.90580383,27.80510578,"45RTL","93697","77372"
41,"Highway",84.90590764,27.80500358,"45RTL","93707","77360"
41,"Highway",84.90597862,27.80491964,"45RTL","93714","77351"
41,"Highway",84.90601096,27.80484272,"45RTL","93717","77342"
41,"Highway",84.9060436,27.80472519,"45RTL","93720","77329"
41,"Highway",84.90605201,27.80459203,"45RTL","93721","77315"
41,"Highway",84.90604128,27.80444546,"45RTL","93720","77298"
41,"Highway",84.90601147,27.80429224,"45RTL","93716","77281"
41,"Highway",84.90594774,27.80410315,"45RTL","93710","77261"
41,"Highway",84.90583126,27.80382416,"45RTL","93698","77230"
41,"Highway",84.90573927,27.80359239,"45RTL","93688","77204"
41,"Highway",84.90572395,27.8035045,"45RTL","93687","77195"
41,"Highway",84.90573294,27.80344128,"45RTL","93687","77188"
41,"Highway",84.9057564,27.80336442,"45RTL","93689","77179"
41,"Highway",84.90582656,27.80325792,"45RTL","93696","77167"
58,"Highway",84.90582656,27.80325792,"45RTL","93696","77167"
58,"Highway",84.90593061,27.80318504,"45RTL","93706","77159"
58,"Highway",84.90601155,27.80315519,"45RTL","93714","77155"
58,"Highway",84.90609193,27.80313435,"45RTL","93722","77153"
58,"Highway",84.90621539,27.80310647,"45RTL","93734","77150"
58,"Highway",84.90633453,27.80309441,"45RTL","93746","77148"
58,"Highway",84.90649496,27.80308884,"45RTL","93762","77147"
58,"Highway",84.90681454,27.80307772,"45RTL","93793","77146"
58,"Highway",84.90801813,27.803045,"45RTL","93912","77140"
58,"Highway",84.9081558,27.80304861,"45RTL","93925","77140"
58,"Highway",84.90826058,27.80306371,"45RTL","93936","77142"
58,"Highway",84.90834761,27.80307893,"45RTL","93944","77143"
58,"Highway",84.90838952,27.80308542,"45RTL","93948","77144"
58,"Highway",84.90911474,27.80334235,"45RTL","94020","77171"
58,"Highway",84.91038365,27.8037649,"45RTL","94146","77216"
58,"Highway",84.91095638,27.80398899,"45RTL","94203","77240"
58,"Highway",84.91121857,27.80409329,"45RTL","94229","77251"
58,"Highway",84.91137126,27.80414869,"45RTL","94244","77257"
58,"Highway",84.91151933,27.80418155,"45RTL","94259","77260"
58,"Highway",84.9117141,27.80418703,"45RTL","94278","77260"
58,"Highway",84.9117141,27.80418703,"45RTL","94278","77260"
58,"Highway",84.91199507,27.80418518,"45RTL","94306","77260"
58,"Highway",84.91215152,27.80415933,"45RTL","94321","77256"
58,"Highway",84.9123085,27.80411994,"45RTL","94337","77252"
58,"Highway",84.91246452,27.8040422,"45RTL","94352","77243"
58,"Highway",84.91264451,27.80394852,"45RTL","94369","77232"
58,"Highway",84.91294708,27.80372317,"45RTL","94399","77207"
58,"Highway",84.9133627,27.80336396,"45RTL","94439","77166"
58,"Highway",84.91343375,27.80328904,"45RTL","94446","77158"
58,"Highway",84.9134712,27.8032166,"45RTL","94449","77150"
58,"Highway",84.913687,27.80285421,"45RTL","94470","77109"
58,"Highway",84.91414552,27.80193747,"45RTL","94513","77007"
58,"Highway",84.91421764,27.80183998,"45RTL","94520","76996"
58,"Highway",84.91432991,27.80168808,"45RTL","94531","76979"
58,"Highway",84.91436189,27.80164501,"45RTL","94534","76974"
58,"Highway",84.91450322,27.80147938,"45RTL","94548","76955"
58,"Highway",84.91470531,27.80122311,"45RTL","94567","76927"
58,"Highway",84.91500624,27.8009549,"45RTL","94596","76897"
53,"Highway",84.91500624,27.8009549,"45RTL","94596","76897"
53,"Highway",84.91514923,27.80083664,"45RTL","94610","76883"
53,"Highway",84.9152249,27.80078425,"45RTL","94618","76877"
53,"Highway",84.9153057,27.80073859,"45RTL","94626","76872"
53,"Highway",84.9154523,27.80067219,"45RTL","94640","76864"
53,"Highway",84.91634899,27.8003504,"45RTL","94728","76827"
53,"Highway",84.91650507,27.80028168,"45RTL","94743","76819"
53,"Highway",84.91665228,27.80021302,"45RTL","94757","76812"
53,"Highway",84.91699257,27.80002577,"45RTL","94790","76790"
53,"Highway",84.91713527,27.79994811,"45RTL","94804","76781"
53,"Highway",84.91729131,27.79987488,"45RTL","94820","76773"
53,"Highway",84.9173956,27.79983133,"45RTL","94830","76768"
53,"Highway",84.91762347,27.79977567,"45RTL","94852","76761"
53,"Highway",84.91775637,27.79974094,"45RTL","94865","76757"
53,"Highway",84.9178846,27.79967918,"45RTL","94878","76750"
53,"Highway",84.9180266,27.79959476,"45RTL","94891","76741"
53,"Highway",84.91818744,27.79948766,"45RTL","94907","76729"
53,"Highway",84.91847081,27.79924438,"45RTL","94935","76701"
53,"Highway",84.91881033,27.79889017,"45RTL","94967","76661"
53,"Highway",84.91916931,27.79858773,"45RTL","95002","76627"
54,"Highway",84.91916931,27.79858773,"45RTL","95002","76627"
54,"Highway",84.91941056,27.7984643,"45RTL","95026","76613"
54,"Highway",84.91958077,27.79834134,"45RTL","95042","76599"
54,"Highway",84.92000569,27.79796175,"45RTL","95083","76556"
54,"Highway",84.92022767,27.79773466,"45RTL","95105","76531"
54,"Highway",84.92034564,27.79765943,"45RTL","95116","76522"
54,"Highway",84.92045492,27.79760681,"45RTL","95127","76516"
54,"Highway",84.92059213,27.79755626,"45RTL","95140","76511"
54,"Highway",84.92088639,27.7974776,"45RTL","95169","76501"
54,"Highway",84.92193112,27.79726758,"45RTL","95272","76476"
